epoch,accuracy,loss,val_accuracy,val_loss
0,0.46000000834465027,1.2355012893676758,0.5874999761581421,1.0098308324813843
1,0.6025000214576721,0.9296661615371704,0.6474999785423279,0.819969654083252
2,0.6937500238418579,0.7711158990859985,0.7225000262260437,0.7805080413818359
3,0.7599999904632568,0.6031015515327454,0.7699999809265137,0.6407960653305054
4,0.8112499713897705,0.5218889713287354,0.7425000071525574,0.6589740514755249
5,0.8224999904632568,0.46217623353004456,0.8025000095367432,0.5907679200172424
6,0.8125,0.45959407091140747,0.7825000286102295,0.678048849105835
7,0.8162500262260437,0.488269567489624,0.7975000143051147,0.685538649559021
8,0.8287500143051147,0.4395805597305298,0.8374999761581421,0.6169641017913818
9,0.8575000166893005,0.36929237842559814,0.8100000023841858,0.6154364347457886
10,0.8849999904632568,0.3270875811576843,0.7850000262260437,0.7167822122573853
11,0.856249988079071,0.38605907559394836,0.8149999976158142,0.6265838742256165
12,0.8924999833106995,0.28740090131759644,0.8050000071525574,0.7611473202705383
13,0.9087499976158142,0.24393601715564728,0.8100000023841858,0.7549009919166565
14,0.9024999737739563,0.27775582671165466,0.8424999713897705,0.6431170105934143
15,0.9375,0.21922631561756134,0.8550000190734863,0.7334455251693726
16,0.925000011920929,0.23767928779125214,0.8100000023841858,0.9276254773139954
17,0.9112499952316284,0.24922341108322144,0.8199999928474426,0.7215387225151062
18,0.9275000095367432,0.1866598278284073,0.8399999737739563,0.8306779265403748
19,0.8962500095367432,0.30142322182655334,0.8050000071525574,0.8418591022491455
20,0.9300000071525574,0.2148301899433136,0.8299999833106995,0.9346497058868408
21,0.8949999809265137,0.28290608525276184,0.8025000095367432,0.7973400950431824
22,0.9300000071525574,0.2006460428237915,0.8174999952316284,0.8628237843513489
23,0.9312499761581421,0.22237659990787506,0.8374999761581421,0.7738565802574158
24,0.9375,0.1972118318080902,0.7275000214576721,1.5196911096572876
25,0.8924999833106995,0.3227236866950989,0.8374999761581421,0.6889637112617493
26,0.9537500143051147,0.1466560661792755,0.8324999809265137,0.8794041275978088
27,0.9375,0.17647844552993774,0.8500000238418579,0.7177472114562988
28,0.9362499713897705,0.1571206897497177,0.8025000095367432,1.1889861822128296
29,0.9012500047683716,0.3272605538368225,0.8025000095367432,0.8121895790100098
30,0.8999999761581421,0.2622949779033661,0.7749999761581421,0.9878795742988586
31,0.9350000023841858,0.21443454921245575,0.8475000262260437,0.9404226541519165
32,0.9362499713897705,0.20274066925048828,0.8349999785423279,0.8037676215171814
33,0.9537500143051147,0.11902675777673721,0.8399999737739563,0.9769692420959473
34,0.9674999713897705,0.09199946373701096,0.8475000262260437,0.974518895149231
35,0.9662500023841858,0.10021901875734329,0.8274999856948853,0.9862073659896851
36,0.9599999785423279,0.1193886250257492,0.8475000262260437,0.9585367441177368
37,0.9762499928474426,0.07907956093549728,0.8374999761581421,1.0774412155151367
38,0.9087499976158142,0.3192724287509918,0.8025000095367432,0.7905325889587402
39,0.9287499785423279,0.24936355650424957,0.7925000190734863,0.985606849193573
40,0.9262499809265137,0.2096196413040161,0.7900000214576721,0.9932071566581726
41,0.9449999928474426,0.17514652013778687,0.8050000071525574,0.8808169364929199
42,0.9212499856948853,0.21117235720157623,0.7925000190734863,0.9182844758033752
43,0.9449999928474426,0.1691279262304306,0.8274999856948853,0.7661275267601013
