epoch,accuracy,loss,val_accuracy,val_loss
0,0.4112499952316284,1.2833904027938843,0.5074999928474426,1.1240394115447998
1,0.5062500238418579,1.1109886169433594,0.5924999713897705,0.9996436834335327
2,0.59375,0.9994288086891174,0.625,0.9405005574226379
3,0.6262500286102295,0.9273101687431335,0.6600000262260437,0.8677265644073486
4,0.6575000286102295,0.8510085940361023,0.6675000190734863,0.7969501614570618
5,0.6875,0.7826635837554932,0.6924999952316284,0.7915295958518982
6,0.706250011920929,0.7411997318267822,0.7099999785423279,0.7155829668045044
7,0.6987500190734863,0.7207059264183044,0.7225000262260437,0.6947759985923767
8,0.7225000262260437,0.6653542518615723,0.7400000095367432,0.6693723797798157
9,0.737500011920929,0.6339676380157471,0.7124999761581421,0.7045272588729858
10,0.7512500286102295,0.610811173915863,0.7225000262260437,0.6533547043800354
11,0.7737500071525574,0.5584791302680969,0.7774999737739563,0.6211239099502563
12,0.8037499785423279,0.5371482968330383,0.7649999856948853,0.618154764175415
13,0.7774999737739563,0.5490753650665283,0.7875000238418579,0.5911583304405212
14,0.8162500262260437,0.5025461316108704,0.7875000238418579,0.5751532912254333
15,0.8362500071525574,0.4628640115261078,0.7975000143051147,0.5617300868034363
16,0.8137500286102295,0.4893342852592468,0.7749999761581421,0.607440173625946
17,0.8025000095367432,0.4827233552932739,0.8025000095367432,0.5655023455619812
18,0.8475000262260437,0.4302859604358673,0.8149999976158142,0.5701127648353577
19,0.8412500023841858,0.4260343611240387,0.8224999904632568,0.5395130515098572
20,0.84375,0.40749430656433105,0.8025000095367432,0.5604889392852783
21,0.8487499952316284,0.3904944658279419,0.8100000023841858,0.532170832157135
22,0.8587499856948853,0.3838125169277191,0.8149999976158142,0.5207434296607971
23,0.8862500190734863,0.3338102400302887,0.8424999713897705,0.5064118504524231
24,0.8787500262260437,0.34451672434806824,0.8174999952316284,0.5219353437423706
25,0.8787500262260437,0.3396259546279907,0.8349999785423279,0.495596706867218
26,0.8725000023841858,0.33017727732658386,0.8025000095367432,0.5631815195083618
27,0.8675000071525574,0.34297144412994385,0.8274999856948853,0.4954933524131775
28,0.8824999928474426,0.3384895324707031,0.7950000166893005,0.5433578491210938
29,0.9024999737739563,0.29976022243499756,0.8399999737739563,0.4641219973564148
30,0.8924999833106995,0.2880912721157074,0.8374999761581421,0.47530025243759155
31,0.8962500095367432,0.28760388493537903,0.8274999856948853,0.47598588466644287
32,0.9112499952316284,0.26369261741638184,0.8299999833106995,0.4747048318386078
33,0.9112499952316284,0.26219651103019714,0.8050000071525574,0.5110178589820862
34,0.9012500047683716,0.2819136381149292,0.8424999713897705,0.45667800307273865
35,0.8924999833106995,0.2922637164592743,0.8450000286102295,0.4602140486240387
36,0.9225000143051147,0.24360674619674683,0.8424999713897705,0.46532920002937317
37,0.9049999713897705,0.27704280614852905,0.8324999809265137,0.4884074926376343
38,0.8999999761581421,0.2652285397052765,0.862500011920929,0.44988545775413513
39,0.9087499976158142,0.26135575771331787,0.8575000166893005,0.43818408250808716
40,0.9175000190734863,0.23025649785995483,0.8650000095367432,0.43186283111572266
41,0.9350000023841858,0.2097509503364563,0.8725000023841858,0.42673245072364807
42,0.9212499856948853,0.23747047781944275,0.8500000238418579,0.4551083743572235
43,0.9312499761581421,0.21629329025745392,0.8575000166893005,0.4339100122451782
44,0.9275000095367432,0.2175900787115097,0.8575000166893005,0.46617138385772705
45,0.9325000047683716,0.2166990339756012,0.8650000095367432,0.4317570924758911
46,0.925000011920929,0.22413744032382965,0.8374999761581421,0.47714897990226746
47,0.918749988079071,0.2394751012325287,0.8424999713897705,0.4777441918849945
48,0.9175000190734863,0.23506401479244232,0.8675000071525574,0.43637195229530334
49,0.9175000190734863,0.23705324530601501,0.8299999833106995,0.4797578752040863
50,0.9112499952316284,0.2324652522802353,0.8575000166893005,0.4296233057975769
51,0.9399999976158142,0.19534187018871307,0.8675000071525574,0.43687695264816284
52,0.9337499737739563,0.20445621013641357,0.8374999761581421,0.4493125081062317
53,0.9437500238418579,0.18837091326713562,0.8675000071525574,0.41011887788772583
54,0.9474999904632568,0.183144211769104,0.8600000143051147,0.43094536662101746
55,0.9424999952316284,0.18277545273303986,0.8525000214576721,0.42978140711784363
56,0.9424999952316284,0.18520160019397736,0.875,0.4227865934371948
57,0.9212499856948853,0.23637527227401733,0.8475000262260437,0.47965583205223083
58,0.9275000095367432,0.22031305730342865,0.8650000095367432,0.43064194917678833
59,0.9462500214576721,0.18378426134586334,0.8725000023841858,0.43460139632225037
60,0.9487500190734863,0.17365215718746185,0.8700000047683716,0.426609605550766
61,0.9412500262260437,0.1816273331642151,0.8700000047683716,0.4241317808628082
62,0.9350000023841858,0.19573265314102173,0.8199999928474426,0.5387697815895081
63,0.9275000095367432,0.20857363939285278,0.8575000166893005,0.4270307123661041
64,0.9537500143051147,0.15665613114833832,0.8824999928474426,0.4006575644016266
65,0.9474999904632568,0.16317453980445862,0.8725000023841858,0.4255417585372925
66,0.9275000095367432,0.19507449865341187,0.8550000190734863,0.5127884745597839
67,0.90625,0.2323983758687973,0.8500000238418579,0.4622482359409332
68,0.9399999976158142,0.18438497185707092,0.8399999737739563,0.4799685776233673
69,0.9399999976158142,0.1857878863811493,0.8424999713897705,0.45086783170700073
70,0.9312499761581421,0.20785711705684662,0.8774999976158142,0.3919757008552551
71,0.9412500262260437,0.1857036054134369,0.862500011920929,0.4619411528110504
72,0.9287499785423279,0.22113962471485138,0.862500011920929,0.4370032250881195
73,0.9524999856948853,0.16519348323345184,0.8450000286102295,0.47677913308143616
74,0.9237499833106995,0.21050404012203217,0.887499988079071,0.40405991673469543
75,0.9462500214576721,0.1765223890542984,0.8725000023841858,0.41931837797164917
76,0.9387500286102295,0.1847703754901886,0.8600000143051147,0.4248729348182678
77,0.9449999928474426,0.16828756034374237,0.8349999785423279,0.4376331567764282
78,0.9399999976158142,0.17255114018917084,0.8349999785423279,0.47519588470458984
79,0.9337499737739563,0.19606325030326843,0.8799999952316284,0.4068879783153534
80,0.9312499761581421,0.18855729699134827,0.8799999952316284,0.40100523829460144
81,0.9325000047683716,0.2039455771446228,0.8475000262260437,0.45988741517066956
82,0.9175000190734863,0.23548053205013275,0.8799999952316284,0.40815067291259766
83,0.918749988079071,0.215234637260437,0.8349999785423279,0.45008063316345215
84,0.9287499785423279,0.20401135087013245,0.8725000023841858,0.4027888774871826
