epoch,accuracy,loss,val_accuracy,val_loss
0,0.36500000953674316,1.3177855014801025,0.48249998688697815,1.1767172813415527
1,0.5162500143051147,1.0960203409194946,0.5299999713897705,1.0960919857025146
2,0.5762500166893005,0.9639585018157959,0.5849999785423279,0.9745886325836182
3,0.6337500214576721,0.8664450645446777,0.6299999952316284,0.8927468657493591
4,0.6612499952316284,0.8038021326065063,0.6299999952316284,0.8976724147796631
5,0.6812499761581421,0.7446139454841614,0.6524999737739563,0.854921281337738
6,0.7099999785423279,0.6570286750793457,0.699999988079071,0.7501616477966309
7,0.7462499737739563,0.5926081538200378,0.6850000023841858,0.7425018548965454
8,0.7699999809265137,0.5646321177482605,0.6474999785423279,0.8413906097412109
9,0.7475000023841858,0.5616756081581116,0.7250000238418579,0.7134579420089722
10,0.7825000286102295,0.49499377608299255,0.7250000238418579,0.7122740745544434
11,0.7862499952316284,0.5101525187492371,0.7225000262260437,0.7132127285003662
12,0.8012499809265137,0.47080689668655396,0.762499988079071,0.6392602324485779
13,0.8062499761581421,0.44198524951934814,0.7024999856948853,0.7776519656181335
14,0.8412500023841858,0.3953045904636383,0.7674999833106995,0.6355034112930298
15,0.8487499952316284,0.3646688759326935,0.8149999976158142,0.5637138485908508
16,0.8500000238418579,0.36919814348220825,0.7300000190734863,0.7279171943664551
17,0.8787500262260437,0.3048267960548401,0.7950000166893005,0.6928194165229797
18,0.8824999928474426,0.29950690269470215,0.7950000166893005,0.577228844165802
19,0.8962500095367432,0.27934691309928894,0.8374999761581421,0.5646671056747437
20,0.9125000238418579,0.2372395396232605,0.8174999952316284,0.7345572710037231
21,0.9175000190734863,0.2345871776342392,0.8050000071525574,0.6068270802497864
22,0.9150000214576721,0.2430165857076645,0.875,0.5993995070457458
23,0.8987500071525574,0.25218304991722107,0.8075000047683716,0.7321575880050659
24,0.9112499952316284,0.21866144239902496,0.8500000238418579,0.8220614790916443
25,0.9300000071525574,0.19232475757598877,0.8399999737739563,0.6483698487281799
26,0.9112499952316284,0.1974165141582489,0.8500000238418579,0.6759107112884521
27,0.9275000095367432,0.20540469884872437,0.8174999952316284,0.6855961084365845
28,0.9100000262260437,0.2370833456516266,0.8575000166893005,0.6237569451332092
29,0.90625,0.27115416526794434,0.7875000238418579,0.6458696722984314
30,0.918749988079071,0.21989242732524872,0.8550000190734863,0.5046873688697815
31,0.9387500286102295,0.17061717808246613,0.8725000023841858,0.5205094218254089
32,0.9350000023841858,0.16477416455745697,0.8349999785423279,0.5733957290649414
33,0.9399999976158142,0.1589682698249817,0.8500000238418579,0.5246469974517822
34,0.9599999785423279,0.12179572880268097,0.8774999976158142,0.549237847328186
35,0.9424999952316284,0.15360690653324127,0.862500011920929,0.4968583583831787
36,0.9424999952316284,0.13595038652420044,0.875,0.4590572416782379
37,0.9424999952316284,0.15571320056915283,0.8650000095367432,0.47933265566825867
38,0.9412500262260437,0.15179258584976196,0.8600000143051147,0.5743376612663269
39,0.9362499713897705,0.2044656127691269,0.8475000262260437,0.549207329750061
40,0.9387500286102295,0.17305372655391693,0.8725000023841858,0.4989936947822571
41,0.9612500071525574,0.10085415095090866,0.8600000143051147,0.5806691646575928
42,0.9225000143051147,0.2222888171672821,0.8675000071525574,0.47956496477127075
43,0.9337499737739563,0.1760145127773285,0.8725000023841858,0.5245971083641052
44,0.9549999833106995,0.10516006499528885,0.887499988079071,0.49200180172920227
45,0.9624999761581421,0.1080331802368164,0.8899999856948853,0.43641963601112366
46,0.956250011920929,0.12647190690040588,0.8475000262260437,0.5183743834495544
47,0.9275000095367432,0.25253841280937195,0.8324999809265137,0.7024424076080322
48,0.9487500190734863,0.13552044332027435,0.8899999856948853,0.3742663264274597
49,0.956250011920929,0.11107360571622849,0.9024999737739563,0.38777172565460205
50,0.9325000047683716,0.19947101175785065,0.8949999809265137,0.3737854063510895
51,0.9599999785423279,0.1177554503083229,0.9150000214576721,0.3086968660354614
52,0.9775000214576721,0.07682093977928162,0.9075000286102295,0.3895079791545868
53,0.9862499833106995,0.045424915850162506,0.8974999785423279,0.47319576144218445
54,0.9762499928474426,0.07656384259462357,0.8849999904632568,0.5345805883407593
55,0.9599999785423279,0.10356198996305466,0.8700000047683716,0.4086862802505493
56,0.9800000190734863,0.054434195160865784,0.9200000166893005,0.31630656123161316
57,0.981249988079071,0.044115353375673294,0.8924999833106995,0.3915432095527649
58,0.9887499809265137,0.0374520979821682,0.9049999713897705,0.45560482144355774
59,0.9750000238418579,0.06355282664299011,0.9125000238418579,0.45717427134513855
60,0.9750000238418579,0.074402816593647,0.9075000286102295,0.3993688225746155
61,0.9825000166893005,0.0593264065682888,0.9100000262260437,0.4653642177581787
62,0.9599999785423279,0.13075000047683716,0.862500011920929,0.6399869322776794
63,0.9037500023841858,0.2938593924045563,0.8149999976158142,0.7063906192779541
64,0.8949999809265137,0.31238892674446106,0.8600000143051147,0.5248363614082336
65,0.9487500190734863,0.14583994448184967,0.9049999713897705,0.3634856045246124
66,0.9599999785423279,0.12052549421787262,0.9024999737739563,0.3070390224456787
67,0.9712499976158142,0.07212477922439575,0.9275000095367432,0.26382341980934143
68,0.9725000262260437,0.07547328621149063,0.9175000190734863,0.3390035331249237
69,0.9850000143051147,0.04101858288049698,0.9049999713897705,0.3335300385951996
70,0.9787499904632568,0.05551459640264511,0.9049999713897705,0.40615561604499817
71,0.9662500023841858,0.12054788321256638,0.9275000095367432,0.3393104076385498
72,0.9887499809265137,0.029979007318615913,0.9150000214576721,0.3139260411262512
73,0.981249988079071,0.04973559454083443,0.9375,0.31622418761253357
74,0.9762499928474426,0.08715268224477768,0.9125000238418579,0.38783344626426697
75,0.9662500023841858,0.07553620636463165,0.8450000286102295,0.6711411476135254
76,0.9649999737739563,0.1128847673535347,0.9100000262260437,0.44367310404777527
77,0.96875,0.0951765850186348,0.8974999785423279,0.6126323938369751
78,0.9424999952316284,0.20042788982391357,0.887499988079071,0.4453108608722687
