,loss,accuracy,val_loss,val_accuracy
0,1.3353047370910645,0.3412500023841858,1.2535074949264526,0.42750000953674316
1,1.1557360887527466,0.45875000953674316,1.0858856439590454,0.4675000011920929
2,1.001986026763916,0.5625,0.9824809432029724,0.5575000047683716
3,0.9280905723571777,0.581250011920929,0.927746593952179,0.5699999928474426
4,0.8510137796401978,0.612500011920929,0.819226861000061,0.6625000238418579
5,0.7865869402885437,0.6725000143051147,0.7873342037200928,0.6725000143051147
6,0.7210867404937744,0.6850000023841858,0.7902622222900391,0.6850000023841858
7,0.6738681197166443,0.7200000286102295,0.7369828224182129,0.6924999952316284
8,0.6383091807365417,0.7275000214576721,0.6668614745140076,0.7149999737739563
9,0.5698012709617615,0.7749999761581421,0.653679609298706,0.6899999976158142
10,0.509143590927124,0.7762500047683716,0.676943838596344,0.737500011920929
11,0.5554478764533997,0.7724999785423279,0.6569868326187134,0.7425000071525574
12,0.5792569518089294,0.7649999856948853,0.6160973906517029,0.7450000047683716
13,0.4134037494659424,0.8299999833106995,0.46149107813835144,0.8149999976158142
14,0.3887796401977539,0.84375,0.4862925410270691,0.8025000095367432
15,0.33073538541793823,0.8824999928474426,0.4666050374507904,0.8600000143051147
16,0.3336951732635498,0.8862500190734863,0.557372510433197,0.7925000190734863
17,0.36027878522872925,0.8675000071525574,0.46208855509757996,0.8525000214576721
18,0.28486013412475586,0.8824999928474426,0.45390239357948303,0.8475000262260437
19,0.2513744831085205,0.9049999713897705,0.6304341554641724,0.824999988079071
20,0.3378210961818695,0.8862500190734863,0.47817105054855347,0.8324999809265137
21,0.27678820490837097,0.8774999976158142,0.4460206925868988,0.8575000166893005
22,0.22422340512275696,0.9075000286102295,0.3991531431674957,0.8774999976158142
23,0.210829958319664,0.9150000214576721,0.432768851518631,0.8675000071525574
24,0.27147409319877625,0.8999999761581421,0.48056766390800476,0.8475000262260437
25,0.267083078622818,0.9037500023841858,0.44450870156288147,0.862500011920929
26,0.21729092299938202,0.9162499904632568,0.4339539706707001,0.875
27,0.2988499104976654,0.8899999856948853,0.5601693987846375,0.8324999809265137
28,0.25725382566452026,0.9075000286102295,0.42726150155067444,0.8500000238418579
29,0.2782020568847656,0.8987500071525574,0.5872869491577148,0.8550000190734863
30,0.22238284349441528,0.918749988079071,0.5564005374908447,0.8475000262260437
31,0.21726709604263306,0.9237499833106995,0.507005512714386,0.8899999856948853
32,0.18106774985790253,0.9412500262260437,0.43415898084640503,0.8774999976158142
33,0.1874350607395172,0.9275000095367432,0.4923921823501587,0.8700000047683716
34,0.17329050600528717,0.9375,0.4348781108856201,0.8899999856948853
35,0.15138167142868042,0.9512500166893005,0.48400405049324036,0.8849999904632568
36,0.22134174406528473,0.9225000143051147,0.45392781496047974,0.8650000095367432
37,0.12426739931106567,0.9524999856948853,0.4578004777431488,0.8799999952316284
38,0.1563173085451126,0.9399999976158142,0.35594093799591064,0.9200000166893005
39,0.1396007388830185,0.9387500286102295,0.5021425485610962,0.8899999856948853
40,0.17465652525424957,0.9312499761581421,0.4198320508003235,0.8949999809265137
41,0.2279617190361023,0.925000011920929,0.4200979173183441,0.9150000214576721
42,0.21043021976947784,0.9200000166893005,0.5189012885093689,0.8675000071525574
43,0.14600881934165955,0.9399999976158142,0.5011939406394958,0.8924999833106995
44,0.14450649917125702,0.9524999856948853,0.284105122089386,0.9300000071525574
45,0.20680460333824158,0.9287499785423279,0.47552910447120667,0.8675000071525574
46,0.16670583188533783,0.9337499737739563,0.38425132632255554,0.9125000238418579
47,0.10870549082756042,0.96875,0.45199835300445557,0.8999999761581421
48,0.09794020652770996,0.9762499928474426,0.40245911478996277,0.9175000190734863
49,0.10961727797985077,0.9612500071525574,0.5031993985176086,0.9024999737739563
50,0.1167200356721878,0.9649999737739563,0.3417447805404663,0.9125000238418579
51,0.09752395749092102,0.9662500023841858,0.3763343095779419,0.9150000214576721
52,0.1448761224746704,0.9474999904632568,0.508591890335083,0.8799999952316284
53,0.15584321320056915,0.9474999904632568,0.41286101937294006,0.8849999904632568
54,0.1709865778684616,0.9375,0.4620237350463867,0.925000011920929
55,0.1446956843137741,0.9574999809265137,0.36282336711883545,0.9175000190734863
56,0.13940288126468658,0.9462500214576721,0.44358012080192566,0.8899999856948853
57,0.11769132316112518,0.9524999856948853,0.4579446017742157,0.9100000262260437
58,0.10323131829500198,0.9624999761581421,0.39317625761032104,0.9175000190734863
59,0.13464432954788208,0.9537500143051147,0.4841855764389038,0.9100000262260437
60,0.11078565567731857,0.9662500023841858,0.5061281323432922,0.875
61,0.07043847441673279,0.9800000190734863,0.4131803512573242,0.9225000143051147
62,0.09936890006065369,0.9662500023841858,0.41829928755760193,0.9175000190734863
63,0.1495629847049713,0.9524999856948853,0.5499733090400696,0.8725000023841858
64,0.19116002321243286,0.9462500214576721,0.6145756840705872,0.862500011920929
65,0.1520163118839264,0.9487500190734863,0.4375520348548889,0.9075000286102295
66,0.25482815504074097,0.9262499809265137,0.3644624948501587,0.9200000166893005
67,0.1590191125869751,0.9512500166893005,0.3145154118537903,0.9300000071525574
68,0.09957808256149292,0.9649999737739563,0.3680680990219116,0.9350000023841858
69,0.11124389618635178,0.9637500047683716,0.44885367155075073,0.9075000286102295
70,0.047655388712882996,0.9862499833106995,0.35378342866897583,0.9150000214576721
71,0.0687454491853714,0.981249988079071,0.5598273873329163,0.9150000214576721
72,0.12753088772296906,0.9674999713897705,0.3728896975517273,0.9024999737739563
73,0.05485231429338455,0.9787499904632568,0.42948290705680847,0.9325000047683716
74,0.07996407896280289,0.9762499928474426,0.5676445364952087,0.875
75,0.09185726195573807,0.9750000238418579,0.35094979405403137,0.8924999833106995
76,0.10956668853759766,0.9649999737739563,0.5017303228378296,0.9175000190734863
77,0.06687864661216736,0.9787499904632568,0.3123391270637512,0.9424999952316284
78,0.04320402443408966,0.987500011920929,0.3953808844089508,0.8999999761581421
79,0.04759153351187706,0.9825000166893005,0.5755945444107056,0.9049999713897705
80,0.04994876682758331,0.9825000166893005,0.4623665511608124,0.9100000262260437
81,0.04116190969944,0.9887499809265137,0.45386219024658203,0.925000011920929
82,0.08048415929079056,0.9762499928474426,0.41091883182525635,0.9125000238418579
83,0.12172602862119675,0.9612500071525574,0.5507839322090149,0.9075000286102295
84,0.08995969593524933,0.9712499976158142,0.4684634506702423,0.9100000262260437
85,0.15582463145256042,0.956250011920929,0.6528034806251526,0.8924999833106995
86,0.09983216226100922,0.9587500095367432,0.4380507171154022,0.9024999737739563
87,0.17302902042865753,0.949999988079071,0.4132266342639923,0.9075000286102295
88,0.08785595744848251,0.9712499976158142,0.4514164626598358,0.9150000214576721
89,0.10042934119701385,0.9662500023841858,0.7275316119194031,0.8924999833106995
90,0.12078219652175903,0.9649999737739563,0.46615272760391235,0.9049999713897705
91,0.08160009235143661,0.9787499904632568,0.3090706169605255,0.9424999952316284
92,0.042763952165842056,0.9862499833106995,0.44410353899002075,0.9175000190734863
93,0.10729917883872986,0.9624999761581421,0.6590625047683716,0.8849999904632568
94,0.10718654841184616,0.9624999761581421,0.5497209429740906,0.9200000166893005
95,0.04807959869503975,0.9825000166893005,0.4563439190387726,0.9125000238418579
96,0.11447160691022873,0.96875,0.6945672035217285,0.8550000190734863
97,0.2541313171386719,0.9287499785423279,0.5428414940834045,0.8725000023841858
98,0.10381282866001129,0.9649999737739563,0.5334795713424683,0.8999999761581421
99,0.0804767832159996,0.9674999713897705,0.4030507802963257,0.925000011920929
100,0.059367839246988297,0.9837499856948853,0.537477970123291,0.9200000166893005
101,0.1794532835483551,0.949999988079071,0.6811139583587646,0.8799999952316284
